Drug	ATC	out	test_label
2139	308	0.913449227809906	1.0
2140	553	0.8296617865562439	1.0
2141	84	0.9986696243286133	1.0
2142	72	0.9987640380859375	1.0
2143	299	0.6445611715316772	1.0
2143	300	0.9929537177085876	1.0
2144	690	0.7795297503471375	1.0
2145	392	0.5721363425254822	1.0
2146	35	0.7329768538475037	1.0
2147	240	0.9987998008728027	1.0
2147	622	0.9988452196121216	1.0
2147	625	0.6083031892776489	1.0
2148	413	0.9158555865287781	1.0
2149	203	0.9987543821334839	1.0
2149	204	0.9977662563323975	1.0
2150	428	0.9981576800346375	1.0
2151	80	0.5824350118637085	1.0
2151	642	0.7456396222114563	1.0
2152	37	0.9988924860954285	1.0
2153	71	0.9533571600914001	1.0
2154	358	0.9953581690788269	1.0
2155	683	0.69440758228302	1.0
2156	80	0.4846876263618469	1.0
2157	103	0.7806553244590759	1.0
2157	253	0.6743144989013672	1.0
2158	126	0.578405499458313	1.0
2159	31	0.68095463514328	1.0
2160	600	0.9987578392028809	1.0
2161	577	0.7726730108261108	1.0
2162	546	0.7264387011528015	1.0
2163	168	0.6146369576454163	1.0
2164	32	0.7379794716835022	1.0
2165	330	0.9989526271820068	1.0
2166	13	0.973438024520874	1.0
2167	225	0.8571479916572571	1.0
2168	133	0.9983232617378235	1.0
2169	664	0.7004756927490234	1.0
2170	501	0.9958013892173767	1.0
2171	618	0.5980784893035889	1.0
2172	662	0.6875786185264587	1.0
2173	607	0.8957718014717102	1.0
2174	428	0.9980370402336121	1.0
2174	438	0.9986372590065002	1.0
2175	103	0.802070677280426	1.0
2175	370	0.7560194134712219	1.0
2176	529	0.9966944456100464	1.0
2177	94	0.8448804616928101	1.0
2178	523	0.9980282187461853	1.0
2179	544	0.7402815222740173	1.0
2180	240	0.9981080293655396	1.0
2181	607	0.9031544923782349	1.0
2182	525	0.9980408549308777	1.0
2183	542	0.7249550223350525	1.0
2184	177	0.8034366369247437	1.0
2184	182	0.6582754254341125	1.0
2185	123	0.5804906487464905	1.0
2186	460	0.6123878359794617	1.0
2187	302	0.9151609539985657	1.0
2187	417	0.7204599976539612	1.0
2188	72	0.9985764026641846	1.0
2189	438	0.9986944794654846	1.0
2190	526	0.9893708229064941	1.0
2191	462	0.9944975972175598	1.0
2192	1	0.9301817417144775	1.0
2193	563	0.7764339447021484	1.0
2194	370	0.7161710858345032	1.0
2195	578	0.9990887641906738	1.0
2195	579	0.7730870842933655	1.0
2196	605	0.8587849736213684	1.0
2197	112	0.9768356084823608	1.0
2198	120	0.683771014213562	1.0
2199	414	0.9150214195251465	1.0
2200	89	0.9914788603782654	1.0
2201	572	0.7902016639709473	1.0
2202	525	0.9980615973472595	1.0
2203	532	0.7909374833106995	1.0
2204	39	0.9984484910964966	1.0
2204	280	0.9989771842956543	1.0
2205	4	0.9404729604721069	1.0
2206	13	0.7820723652839661	1.0
2207	119	0.9987517595291138	1.0
2208	492	0.9983596205711365	1.0
