655	55
2555	13
327	61
1020	191
159	203
1766	1
365	43
2704	1
702	177
2147	208
472	160
2432	6
1179	67
491	29
1519	104
2498	72
1793	86
261	149
476	114
1144	188
1866	18
1722	105
1961	138
1208	222
1885	76
1734	111
2789	195
1351	127
862	225
2054	185
2565	144
326	207
2379	157
235	161
1618	130
1887	94
129	108
2521	75
2552	130
1789	32
1787	152
128	12
1897	0
280	149
1831	138
439	159
2437	84
69	90
651	139
2738	87
649	203
2156	228
1085	213
2503	32
1904	161
1495	177
2478	39
1019	176
1360	185
1249	2
1217	78
546	180
1539	210
872	136
2339	186
395	116
2611	192
120	150
1321	128
1237	84
951	89
77	85
1308	190
45	119
1379	134
275	55
1745	226
2679	45
631	96
2832	69
110	169
1004	102
1747	224
2511	111
1796	31
663	46
1303	29
1992	189
421	190
1325	82
555	163
482	175
2743	174
1286	76
2196	43
1390	20
456	129
1908	16
119	197
491	218
2496	101
404	41
1826	136
707	91
242	19
621	133
1741	206
744	33
1534	166
42	52
2292	48
2644	58
1631	39
245	113
2388	66
1642	115
1789	203
1590	214
2577	52
772	91
1781	38
183	216
832	148
965	175
2474	110
129	179
2202	200
2626	149
1836	117
1825	27
2328	198
1985	100
2677	208
1703	126
1644	17
1373	34
739	95
159	175
310	17
1327	167
1458	117
2618	122
810	219
1000	73
801	6
2503	193
775	37
2636	203
164	40
1413	36
2692	79
2782	133
2113	16
2744	110
1142	227
125	94
698	97
1964	47
1385	203
2184	120
33	30
2406	104
397	2
2439	177
593	189
2429	91
475	56
1094	192
2593	165
913	211
2214	53
1739	2
985	148
1756	21
427	114
2308	80
1122	23
1327	98
1756	50
70	60
731	129
2707	7
1129	196
1698	57
1273	32
56	127
1147	111
872	179
2639	49
2536	197
1957	37
1784	22
2401	1
2381	168
2215	221
1679	86
2297	101
310	226
2596	156
399	65
503	89
875	114
2060	68
1728	131
1663	165
2171	214
2840	106
1670	29
1687	164
1382	203
2797	46
763	174
2413	143
760	84
32	35
2804	17
1477	29
2434	228
775	21
2359	51
1289	118
1576	17
2675	179
1114	204
1337	34
843	215
1520	24
1840	120
593	182
1162	156
1068	154
2815	19
1583	200
1534	210
1587	61
2599	127
1275	68
1970	18
1719	46
493	198
2636	29
1958	21
2744	148
1180	46
1548	101
2263	107
2470	29
2645	154
1494	111
1943	88
1443	223
1123	47
1550	23
1695	128
261	176
1881	39
1010	128
2387	92
1137	2
1621	227
2308	116
958	16
2377	76
348	0
2571	159
40	123
1697	2
1318	129
1858	150
2601	212
438	105
1828	5
1120	18
1093	14
1117	67
1190	134
1917	34
2610	14
517	219
1842	149
964	139
1098	90
412	207
2099	113
2733	125
2803	24
768	15
981	64
1653	139
2360	227
999	97
2574	200
1466	99
485	0
2109	83
2653	214
563	139
1284	1
2661	223
1126	71
974	129
504	167
2474	179
1126	136
1853	138
289	26
168	74
2738	132
1506	103
1967	92
639	15
448	1
1402	159
2824	179
214	201
55	71
1669	131
1812	141
2683	153
1908	36
1134	163
959	229
102	184
1263	25
2576	218
2010	137
242	7
1808	179
1953	174
1864	216
1796	68
870	120
2381	93
2302	220
2163	22
50	212
36	41
225	31
1619	61
1606	107
2160	27
1473	169
2407	78
2736	138
200	184
1565	153
1047	109
2000	14
544	85
2578	202
1253	217
1793	139
903	193
79	47
587	109
1114	65
343	110
2059	61
1078	15
1705	99
233	90
2520	44
2422	217
232	153
2670	189
1700	144
797	125
2455	150
987	90
2827	218
640	110
2053	128
2020	131
698	227
949	32
2297	177
2759	38
295	179
2083	49
658	202
1847	110
1065	109
750	117
2509	228
1946	104
184	205
848	98
2414	191
258	193
1484	75
648	73
2596	54
1556	128
1011	153
2817	189
1323	14
1618	146
1237	145
2572	116
2289	184
1026	38
1573	164
2049	135
2506	196
2533	71
1248	159
324	20
1098	37
161	121
357	181
2644	135
747	221
2164	228
1649	66
1553	146
2350	101
2760	115
545	227
1661	169
1674	7
986	47
56	21
2058	169
2020	194
2564	126
1068	15
2720	107
2824	99
1613	165
2070	89
1993	95
2445	89
1837	83
380	68
184	225
2259	217
2127	54
2085	3
1805	185
391	216
319	72
1827	210
337	77
1733	163
2409	159
2689	7
2332	148
1811	18
563	25
1430	221
1307	5
1276	189
468	47
1646	35
930	204
673	171
1443	71
993	105
1129	122
2228	44
1992	96
373	100
863	220
1055	26
2445	20
1521	60
25	171
534	40
464	153
1536	5
1360	16
1292	159
497	142
1837	223
438	207
117	181
1433	178
1057	132
175	209
977	104
1472	75
2253	120
685	129
1594	185
2459	139
2222	80
1390	203
2206	165
41	148
