1587	9
1960	5
1538	6
1902	7
1859	5
2398	13
372	5
1242	3
125	7
1843	0
1575	4
759	4
1956	10
2656	7
1214	7
2184	7
2306	5
716	9
394	4
1080	8
625	11
2557	13
1732	8
1930	2
1957	9
253	6
137	1
294	8
1756	3
2203	11
161	8
1304	0
1417	0
1470	4
1841	3
1754	6
406	0
1087	5
2763	11
1342	9
1197	3
1642	7
39	3
1378	12
1578	2
2325	9
1437	6
2102	8
172	10
966	4
1400	4
1331	6
883	12
1471	9
1724	7
2723	11
786	9
401	11
2693	4
1464	7
2404	3
181	10
1487	1
61	3
1954	2
2811	8
1454	13
910	10
2062	8
1156	3
2247	2
1176	13
2076	9
2357	11
1978	9
1800	4
1619	1
915	0
1239	11
2233	11
1931	9
1989	3
804	12
237	11
965	9
2325	13
1832	3
298	1
2289	12
1622	9
2030	13
2792	10
442	4
1347	1
818	5
1770	3
1650	0
2433	10
1392	7
1121	12
2213	13
736	7
2481	3
1053	11
1561	5
1874	1
334	11
2220	9
1160	7
2265	4
1069	5
1844	12
24	7
927	11
835	10
524	2
1024	11
1316	9
425	11
156	12
1304	6
726	6
1948	2
692	11
654	7
541	9
1085	13
1007	5
2078	2
700	10
1764	0
908	12
1437	4
2576	5
260	11
1612	1
2085	0
2036	1
357	6
1809	8
160	13
403	8
1737	9
1906	1
646	2
351	5
2183	0
1113	2
1423	12
1355	11
1158	8
2235	3
1344	12
2574	0
527	0
2608	7
2459	12
429	10
1185	13
1687	4
650	0
561	1
619	13
2252	7
816	10
1620	11
1279	5
2698	13
2702	8
2553	4
82	4
2783	12
363	5
1155	7
652	0
1356	3
455	3
756	4
1366	8
1113	12
726	4
1675	5
724	11
1983	4
856	8
184	3
242	2
2415	7
1287	10
2477	12
616	4
979	4
285	10
2537	9
1193	11
2776	13
290	11
2678	1
1706	3
1580	11
2113	4
1232	5
1101	12
1865	13
703	3
2491	0
1218	8
1635	0
10	11
2348	8
453	5
15	4
1326	4
848	13
606	7
1149	1
1669	4
1841	2
2224	12
2360	6
1896	7
782	12
1275	7
1494	10
2238	0
2441	7
755	13
605	12
2302	12
2192	3
201	10
187	8
1488	1
484	5
2782	7
826	6
661	4
2617	1
1032	0
880	11
1313	13
2415	11
2745	10
2400	5
828	12
1884	7
2156	11
1504	13
2289	8
2548	4
1642	10
1569	9
2075	4
82	2
11	7
1207	12
947	1
602	10
243	3
658	0
682	10
2183	6
2572	8
1261	6
894	4
1219	8
1819	7
18	2
2654	7
863	7
630	4
26	8
1997	13
719	2
2451	1
1535	1
2335	0
683	5
2442	5
413	2
53	7
868	3
1775	9
17	9
984	1
1279	7
1389	10
1637	2
1512	0
2747	8
1692	4
1239	9
880	2
2344	11
1537	2
1793	13
1896	12
764	12
830	10
1033	5
2539	8
1111	3
