Drug	ATC	out	test_label
0	1	0.9984815716743469	1.0
1	7	0.7929869294166565	1.0
2	7	0.7130985260009766	1.0
3	11	0.8649088144302368	1.0
4	5	0.21651557087898254	1.0
5	5	0.8743363618850708	1.0
6	6	0.9817711114883423	1.0
7	7	0.8524900674819946	1.0
7	12	0.6596953272819519	1.0
8	5	0.9962843656539917	1.0
9	7	0.9355213046073914	1.0
10	0	0.9527044296264648	1.0
11	1	0.8624153733253479	1.0
12	0	0.9608672857284546	1.0
13	0	0.9448360800743103	1.0
14	1	0.9263372421264648	1.0
14	13	0.9601224660873413	1.0
15	1	0.906963586807251	1.0
15	13	0.9489321112632751	1.0
16	0	0.9603045582771301	1.0
16	4	0.9536208510398865	1.0
16	12	0.9219071865081787	1.0
17	0	0.943155825138092	1.0
18	0	0.9516654014587402	1.0
19	13	0.9473782181739807	1.0
20	0	0.9454025626182556	1.0
20	3	0.9399726390838623	1.0
21	0	0.9495241641998291	1.0
21	12	0.9303562045097351	1.0
22	0	0.890091061592102	1.0
23	13	0.9488496780395508	1.0
24	1	0.9547873735427856	1.0
25	0	0.9950889945030212	1.0
26	9	0.9971030354499817	1.0
27	0	0.8804261684417725	1.0
28	0	0.9933900833129883	1.0
29	1	0.7409989237785339	1.0
29	13	0.9192803502082825	1.0
30	0	0.9252786636352539	1.0
30	3	0.9965527057647705	1.0
30	11	0.9067332148551941	1.0
30	12	0.890904426574707	1.0
30	13	0.909586489200592	1.0
31	0	0.906044065952301	1.0
31	6	0.9611743688583374	1.0
32	0	0.9814730286598206	1.0
33	0	0.9800742268562317	1.0
33	8	0.7113480567932129	1.0
34	1	0.927865743637085	1.0
35	2	0.9181454181671143	1.0
36	9	0.9959856867790222	1.0
37	2	0.9970653653144836	1.0
38	2	0.9978547692298889	1.0
39	7	0.9352654218673706	1.0
40	11	0.9934417009353638	1.0
41	8	0.4657697379589081	1.0
42	9	0.9946898221969604	1.0
43	13	0.9483170509338379	1.0
44	9	0.9866346120834351	1.0
45	9	0.9545466899871826	1.0
46	9	0.996109664440155	1.0
47	2	0.9977331161499023	1.0
48	7	0.9976602792739868	1.0
49	9	0.9971141815185547	1.0
50	0	0.6802295446395874	1.0
51	9	0.994688868522644	1.0
52	6	0.953278124332428	1.0
52	12	0.9263330101966858	1.0
53	2	0.9975172281265259	1.0
53	12	0.2258181869983673	1.0
54	3	0.40378090739250183	1.0
54	6	0.8997194170951843	1.0
55	0	0.9802114963531494	1.0
56	6	0.9706684350967407	1.0
57	3	0.8469930291175842	1.0
57	6	0.9940041899681091	1.0
57	12	0.8806109428405762	1.0
58	1	0.869117021560669	1.0
58	13	0.941332995891571	1.0
59	9	0.981600284576416	1.0
59	11	0.9952865839004517	1.0
