Drug	ATC	out	test_label
707	184	0.06870024651288986	1.0
707	199	0.056846026331186295	1.0
707	207	0.04464574158191681	1.0
708	43	0.8865473866462708	1.0
709	98	0.9600585103034973	1.0
709	160	0.9939231276512146	1.0
710	121	0.9846056699752808	1.0
711	2	0.9526697993278503	1.0
711	98	0.9338926076889038	1.0
711	130	0.8066332936286926	1.0
711	131	0.9844271540641785	1.0
711	174	0.4370116889476776	1.0
712	20	0.9929012060165405	1.0
713	155	0.9925169348716736	1.0
714	20	0.9933918118476868	1.0
715	162	0.7778059840202332	1.0
716	0	0.676072895526886	1.0
716	2	0.9559339284896851	1.0
716	88	0.3718409538269043	1.0
716	98	0.9646972417831421	1.0
716	130	0.9434913396835327	1.0
716	131	0.8928104639053345	1.0
716	174	0.45395877957344055	1.0
717	99	0.7473036050796509	1.0
718	159	0.9135196805000305	1.0
719	131	0.9916163086891174	1.0
720	191	0.9881221652030945	1.0
720	198	0.8009547591209412	1.0
721	157	0.9926866292953491	1.0
721	171	0.6633617877960205	1.0
722	44	0.5390387177467346	1.0
723	125	0.9924412965774536	1.0
724	150	0.9777260422706604	1.0
725	59	0.9921809434890747	1.0
726	86	0.9817965030670166	1.0
727	2	0.9580838084220886	1.0
728	137	0.9930035471916199	1.0
729	2	0.9814282655715942	1.0
729	99	0.9172320365905762	1.0
729	145	0.9825230836868286	1.0
730	122	0.9913301467895508	1.0
731	135	0.9987527132034302	1.0
732	163	0.994600772857666	1.0
733	166	0.9949135780334473	1.0
734	182	0.9945618510246277	1.0
734	198	0.9879383444786072	1.0
735	79	0.63960862159729	1.0
735	158	0.9941380023956299	1.0
735	194	0.9932356476783752	1.0
736	17	0.7667875289916992	1.0
737	185	0.9874573349952698	1.0
738	145	0.9939941763877869	1.0
738	148	0.994081437587738	1.0
739	3	0.9935634136199951	1.0
740	149	0.9875029921531677	1.0
741	135	0.9965484738349915	1.0
742	196	0.9898530840873718	1.0
743	0	0.9617244601249695	1.0
743	32	0.9896760582923889	1.0
743	67	0.6863977909088135	1.0
743	78	0.8531015515327454	1.0
743	146	0.9497433304786682	1.0
743	157	0.8026079535484314	1.0
743	158	0.9930570125579834	1.0
744	32	0.9958113431930542	1.0
745	142	0.9105598330497742	1.0
746	124	0.9916847944259644	1.0
747	160	0.9936521053314209	1.0
748	191	0.7817956805229187	1.0
749	133	0.8075814247131348	1.0
750	159	0.9706822633743286	1.0
751	159	0.9050683379173279	1.0
752	127	0.9942212104797363	1.0
753	128	0.9872539639472961	1.0
753	193	0.9934978485107422	1.0
754	190	0.9951565265655518	1.0
755	102	0.9899623990058899	1.0
755	107	0.9911154508590698	1.0
756	140	0.987106204032898	1.0
757	89	0.9915086030960083	1.0
757	91	0.9905034303665161	1.0
757	95	0.8607349395751953	1.0
757	116	0.9924305081367493	1.0
757	117	0.3446400463581085	1.0
757	195	0.9878227114677429	1.0
758	63	0.9916919469833374	1.0
758	65	0.9842697381973267	1.0
759	156	0.46991539001464844	1.0
760	165	0.9934180974960327	1.0
761	194	0.991661787033081	1.0
762	196	0.9854713678359985	1.0
763	74	0.9909674525260925	1.0
763	75	0.9924798011779785	1.0
764	191	0.9949061870574951	1.0
765	47	0.49573439359664917	1.0
766	3	0.8467283248901367	1.0
767	139	0.9939066767692566	1.0
768	79	0.995009183883667	1.0
769	182	0.525363564491272	1.0
769	191	0.917353630065918	1.0
769	198	0.6483079791069031	1.0
770	77	0.9956606030464172	1.0
770	78	0.9956793189048767	1.0
771	32	0.9929133057594299	1.0
772	127	0.9936298727989197	1.0
773	102	0.9850383400917053	1.0
773	104	0.8279305696487427	1.0
773	141	0.9540941715240479	1.0
774	129	0.9920679330825806	1.0
774	193	0.9867029190063477	1.0
775	197	0.9850850701332092	1.0
776	165	0.9923133254051208	1.0
777	196	0.9878239631652832	1.0
777	211	0.5459089279174805	1.0
778	95	0.9546266794204712	1.0
778	96	0.2936429977416992	1.0
779	185	0.9872424602508545	1.0
780	3	0.9938136339187622	1.0
780	5	0.9896368384361267	1.0
780	97	0.8524359464645386	1.0
780	185	0.9575625658035278	1.0
780	186	0.977479875087738	1.0
781	137	0.992823600769043	1.0
781	140	0.994550883769989	1.0
782	44	0.9928632378578186	1.0
783	169	0.9824935793876648	1.0
784	142	0.9134605526924133	1.0
785	145	0.9935223460197449	1.0
786	140	0.995478093624115	1.0
787	144	0.9814105033874512	1.0
788	147	0.9724165797233582	1.0
789	160	0.9956462979316711	1.0
790	139	0.859710693359375	1.0
791	159	0.9881747961044312	1.0
792	53	0.9922044277191162	1.0
792	57	0.9915595650672913	1.0
792	73	0.9899095296859741	1.0
792	75	0.5105413794517517	1.0
792	76	0.2724141776561737	1.0
792	98	0.9984773993492126	1.0
793	124	0.991018533706665	1.0
794	185	0.9842585325241089	1.0
794	187	0.9794343113899231	1.0
795	156	0.5968528389930725	1.0
796	15	0.9137481451034546	1.0
796	97	0.987621009349823	1.0
796	182	0.9956533908843994	1.0
796	185	0.9673727750778198	1.0
796	186	0.9416698813438416	1.0
796	198	0.985991895198822	1.0
797	135	0.9978809952735901	1.0
797	193	0.9823383688926697	1.0
798	140	0.9974837303161621	1.0
799	142	0.9591758847236633	1.0
800	79	0.9857012033462524	1.0
800	98	0.9965828061103821	1.0
801	136	0.9694510698318481	1.0
802	145	0.9938920736312866	1.0
802	148	0.9938710927963257	1.0
803	212	0.9876835942268372	1.0
804	212	0.9523360133171082	1.0
805	121	0.3902139961719513	1.0
806	15	0.9865579009056091	1.0
807	98	0.9884191751480103	1.0
807	126	0.9496305584907532	1.0
807	133	0.772148847579956	1.0
808	20	0.9925089478492737	1.0
809	0	0.6828367114067078	1.0
809	122	0.4203094244003296	1.0
810	47	0.9305047392845154	1.0
811	170	0.9904624819755554	1.0
812	45	0.9142283201217651	1.0
813	53	0.9919277429580688	1.0
813	57	0.9920565485954285	1.0
813	98	0.9983639121055603	1.0
814	34	0.3987818658351898	1.0
815	67	0.9149541258811951	1.0
815	68	0.9894413948059082	1.0
815	73	0.9656991958618164	1.0
816	144	0.991506040096283	1.0
817	0	0.9885923862457275	1.0
817	188	0.9634366035461426	1.0
818	79	0.8438472747802734	1.0
818	98	0.9681737422943115	1.0
818	132	0.9867091178894043	1.0
819	158	0.7563642263412476	1.0
820	74	0.989572286605835	1.0
820	75	0.9915673136711121	1.0
821	140	0.9719103574752808	1.0
822	98	0.9705696105957031	1.0
822	152	0.9762769341468811	1.0
823	137	0.9690749049186707	1.0
823	188	0.9921320080757141	1.0
824	43	0.9308382272720337	1.0
825	111	0.986573338508606	1.0
826	162	0.990473210811615	1.0
827	77	0.9330874085426331	1.0
827	78	0.7170018553733826	1.0
828	144	0.7798718214035034	1.0
829	136	0.9926243424415588	1.0
830	169	0.19014601409435272	1.0
831	129	0.9916091561317444	1.0
831	193	0.9869734644889832	1.0
832	133	0.9906731247901917	1.0
833	11	0.9925622344017029	1.0
834	60	0.9948980212211609	1.0
834	89	0.9922613501548767	1.0
834	91	0.9913001656532288	1.0
835	135	0.9956166744232178	1.0
836	46	0.9338472485542297	1.0
836	101	0.9458203911781311	1.0
836	145	0.9939606189727783	1.0
836	148	0.9937623143196106	1.0
836	157	0.7740047574043274	1.0
836	184	0.9791685938835144	1.0
837	124	0.9666774868965149	1.0
837	193	0.9733441472053528	1.0
838	68	0.9900450110435486	1.0
838	73	0.9898292422294617	1.0
839	43	0.9904927611351013	1.0
840	196	0.9541266560554504	1.0
841	177	0.48898956179618835	1.0
842	129	0.9919347763061523	1.0
842	130	0.5318306088447571	1.0
842	193	0.984268307685852	1.0
843	2	0.9436908960342407	1.0
843	124	0.9904138445854187	1.0
844	124	0.9901298880577087	1.0
845	111	0.994620680809021	1.0
846	163	0.9947421550750732	1.0
847	44	0.9914755821228027	1.0
847	185	0.9933987855911255	1.0
847	187	0.9921091198921204	1.0
848	165	0.9934584498405457	1.0
849	125	0.9924437403678894	1.0
850	20	0.9925699830055237	1.0
851	160	0.9921379685401917	1.0
852	84	0.6584374904632568	1.0
852	191	0.9592710137367249	1.0
852	211	0.9226072430610657	1.0
853	23	0.9900879263877869	1.0
854	191	0.9931946992874146	1.0
855	135	0.998430073261261	1.0
856	137	0.9928472638130188	1.0
857	70	0.9862543344497681	1.0
858	84	0.9441133737564087	1.0
858	191	0.9906306862831116	1.0
859	77	0.9958271384239197	1.0
859	78	0.9961950778961182	1.0
860	153	0.9985935091972351	1.0
861	42	0.9946382641792297	1.0
862	11	0.5013208389282227	1.0
863	160	0.9963994026184082	1.0
864	14	0.7278528213500977	1.0
865	12	0.9897229671478271	1.0
865	128	0.9884717464447021	1.0
865	133	0.9771366715431213	1.0
866	17	0.837908923625946	1.0
867	198	0.6280211806297302	1.0
868	170	0.9722533822059631	1.0
868	196	0.9922352433204651	1.0
869	60	0.9802757501602173	1.0
869	84	0.9883997440338135	1.0
869	156	0.9658759236335754	1.0
869	184	0.9608541131019592	1.0
870	175	0.924471914768219	1.0
871	32	0.982269287109375	1.0
872	47	0.9895716905593872	1.0
872	52	0.9907158613204956	1.0
873	79	0.9876403212547302	1.0
874	42	0.9923136830329895	1.0
875	111	0.9820756316184998	1.0
875	148	0.9348129034042358	1.0
876	77	0.9968902468681335	1.0
877	177	0.5639297962188721	1.0
878	144	0.9900506138801575	1.0
879	20	0.9790515899658203	1.0
879	77	0.9940793514251709	1.0
879	78	0.9904634952545166	1.0
879	98	0.9737900495529175	1.0
880	79	0.7795372605323792	1.0
880	132	0.5644896626472473	1.0
881	163	0.9898337125778198	1.0
882	137	0.9910705089569092	1.0
883	44	0.9902685880661011	1.0
884	174	0.6668286919593811	1.0
885	166	0.9964731335639954	1.0
886	17	0.8951774835586548	1.0
887	182	0.973373532295227	1.0
887	198	0.7130381464958191	1.0
888	165	0.9945776462554932	1.0
889	118	0.3845351040363312	1.0
890	0	0.6091814041137695	1.0
890	12	0.9591262340545654	1.0
890	79	0.6788167357444763	1.0
890	98	0.9917576909065247	1.0
890	132	0.990918755531311	1.0
890	204	0.9790025949478149	1.0
891	125	0.9924713373184204	1.0
891	130	0.9253695011138916	1.0
891	193	0.9824004173278809	1.0
892	3	0.5823485255241394	1.0
892	111	0.9407821297645569	1.0
893	191	0.992111086845398	1.0
894	67	0.9309375882148743	1.0
894	68	0.9895596504211426	1.0
894	71	0.19762282073497772	1.0
895	48	0.8814469575881958	1.0
