Drug	ATC	out	test_label
984	1	0.8747079968452454	1.0
984	47	0.9980413913726807	1.0
985	47	0.9954415559768677	1.0
986	80	0.9184650778770447	1.0
987	24	0.9908636212348938	1.0
987	77	0.9967098236083984	1.0
988	65	0.998681366443634	1.0
989	38	0.6889001131057739	1.0
989	42	0.997116208076477	1.0
990	52	0.9200486540794373	1.0
991	68	0.9871236085891724	1.0
992	57	0.994289755821228	1.0
993	6	0.9495987296104431	1.0
993	33	0.9371159076690674	1.0
994	61	0.9799869656562805	1.0
995	6	0.9789501428604126	1.0
995	34	0.9959891438484192	1.0
995	71	0.9689901471138	1.0
995	73	0.9155305027961731	1.0
996	73	0.9936570525169373	1.0
997	65	0.997133731842041	1.0
998	57	0.9972424507141113	1.0
999	67	0.9449332356452942	1.0
1000	19	0.996768593788147	1.0
1001	51	0.998706579208374	1.0
1002	66	0.9890165328979492	1.0
1003	50	0.9991014003753662	1.0
1004	2	0.8716500997543335	1.0
1005	0	0.9899189472198486	1.0
1005	23	0.9956595301628113	1.0
1005	34	0.993847668170929	1.0
1005	37	0.8931350111961365	1.0
1005	44	0.9968516230583191	1.0
1005	71	0.9967009425163269	1.0
1005	77	0.9948563575744629	1.0
1005	78	0.9941934943199158	1.0
1005	79	0.9896519780158997	1.0
1006	64	0.9764211773872375	1.0
1007	61	0.9801408648490906	1.0
1008	75	0.9973040819168091	1.0
1009	65	0.9980869293212891	1.0
1010	65	0.9975462555885315	1.0
1011	14	0.9944309592247009	1.0
1012	27	0.9674622416496277	1.0
1013	66	0.9988100528717041	1.0
1014	25	0.9976804256439209	1.0
1015	75	0.9977385997772217	1.0
1016	66	0.9975237250328064	1.0
1017	51	0.9992807507514954	1.0
1018	83	0.9909736514091492	1.0
1019	6	0.9917377829551697	1.0
1020	9	0.9980984330177307	1.0
1021	9	0.9978704452514648	1.0
1022	40	0.9906620383262634	1.0
1023	51	0.9987025260925293	1.0
1024	66	0.9608108401298523	1.0
1025	33	0.8164354562759399	1.0
1026	51	0.9986251592636108	1.0
1027	34	0.9984840750694275	1.0
1027	77	0.9980796575546265	1.0
1028	9	0.9984285235404968	1.0
1029	51	0.99910968542099	1.0
1030	48	0.984735369682312	1.0
1031	39	0.9820259213447571	1.0
1031	50	0.998570442199707	1.0
1032	50	0.9916982650756836	1.0
1033	65	0.9965783953666687	1.0
1034	51	0.9973069429397583	1.0
1035	67	0.9294326305389404	1.0
1036	20	0.9989057779312134	1.0
1037	9	0.9927566647529602	1.0
1038	51	0.9988651275634766	1.0
1039	43	0.9104183316230774	1.0
1040	55	0.9982455968856812	1.0
1041	43	0.9529248476028442	1.0
1042	40	0.9100727438926697	1.0
1042	73	0.9838888645172119	1.0
1043	9	0.9978679418563843	1.0
1044	73	0.9986035227775574	1.0
1045	24	0.99788898229599	1.0
1046	55	0.9766228199005127	1.0
1047	24	0.9980378746986389	1.0
1048	39	0.9933653473854065	1.0
1049	39	0.9842883348464966	1.0
1050	47	0.9984374642372131	1.0
1051	73	0.9986189603805542	1.0
1052	50	0.9921643733978271	1.0
1053	63	0.997742772102356	1.0
1054	47	0.9906285405158997	1.0
1055	21	0.9981100559234619	1.0
1055	39	0.9982947707176208	1.0
1056	21	0.9977118968963623	1.0
1056	39	0.9976503252983093	1.0
1057	47	0.9954531192779541	1.0
1058	47	0.9970901012420654	1.0
1059	47	0.9958897233009338	1.0
1060	47	0.9963963627815247	1.0
1061	47	0.9920830726623535	1.0
1062	47	0.9959374666213989	1.0
1063	47	0.9960377216339111	1.0
1064	47	0.9948638081550598	1.0
1065	57	0.9961296319961548	1.0
1066	57	0.9931682348251343	1.0
1067	57	0.9841713309288025	1.0
1068	26	0.99850994348526	1.0
1069	26	0.9982927441596985	1.0
1070	26	0.9839653968811035	1.0
1071	65	0.9981231093406677	1.0
1072	65	0.9973553419113159	1.0
1073	65	0.9971655011177063	1.0
1074	65	0.9962701797485352	1.0
1075	61	0.9955794215202332	1.0
1075	65	0.9978101849555969	1.0
1076	24	0.9982518553733826	1.0
1077	83	0.8762812614440918	1.0
1078	7	0.867088258266449	1.0
1078	19	0.9951371550559998	1.0
1078	71	0.9888259172439575	1.0
1078	73	0.9869454503059387	1.0
1078	77	0.9852982759475708	1.0
1079	19	0.9920186400413513	1.0
1080	73	0.9974362254142761	1.0
1081	64	0.9535838961601257	1.0
1082	10	0.9995455145835876	1.0
1082	59	0.5582437515258789	1.0
1083	1	0.9989269375801086	1.0
1083	5	0.9996137022972107	1.0
1083	11	0.9456860423088074	1.0
1084	9	0.9983459711074829	1.0
1084	39	0.7495856881141663	1.0
1085	44	0.9985265731811523	1.0
1086	25	0.9982225298881531	1.0
1087	17	0.9659655690193176	1.0
1088	42	0.9287612438201904	1.0
1089	27	0.9805717468261719	1.0
1090	58	0.5672337412834167	1.0
1091	41	0.987738847732544	1.0
1092	19	0.9908589720726013	1.0
1093	62	0.9970908164978027	1.0
1094	67	0.9973124265670776	1.0
1094	77	0.9974842071533203	1.0
1095	65	0.9979379773139954	1.0
1096	47	0.9980369210243225	1.0
1097	41	0.8520238995552063	1.0
1098	73	0.9979477524757385	1.0
1099	73	0.9949132204055786	1.0
1100	73	0.9784082174301147	1.0
1101	71	0.9933713674545288	1.0
1101	73	0.9920761585235596	1.0
1102	73	0.9796849489212036	1.0
1103	21	0.9494093656539917	1.0
