Drug	ATC	out	test_label
0	14	0.9950922727584839	1.0
1	52	0.9366216063499451	1.0
2	52	0.9563760757446289	1.0
3	72	0.963746190071106	1.0
4	43	0.3498554229736328	1.0
5	43	0.9680100083351135	1.0
6	47	0.9939752221107483	1.0
7	54	0.9524454474449158	1.0
7	77	0.9777381420135498	1.0
8	43	0.995840311050415	1.0
9	52	0.9746193289756775	1.0
10	10	0.8926027417182922	1.0
11	16	0.4332450330257416	1.0
12	13	0.8412908911705017	1.0
13	10	0.9049449563026428	1.0
14	17	0.9301605224609375	1.0
14	80	0.9625700116157532	1.0
15	17	0.965063750743866	1.0
15	80	0.9654224514961243	1.0
16	10	0.8860377073287964	1.0
16	39	0.972548246383667	1.0
16	77	0.9826689958572388	1.0
17	4	0.9400597214698792	1.0
18	13	0.9209195375442505	1.0
19	80	0.975965142250061	1.0
20	10	0.8477481603622437	1.0
20	32	0.6608888506889343	1.0
21	10	0.877210259437561	1.0
21	77	0.9812546968460083	1.0
22	8	0.9142112731933594	1.0
23	80	0.9449251294136047	1.0
24	17	0.9755355715751648	1.0
25	10	0.9919742941856384	1.0
26	66	0.9946147799491882	1.0
27	10	0.7861889600753784	1.0
28	10	0.9954999089241028	1.0
29	16	0.24633264541625977	1.0
29	81	0.8634118437767029	1.0
30	10	0.7819408178329468	1.0
30	37	0.9701011180877686	1.0
30	71	0.8834304213523865	1.0
30	77	0.9684997200965881	1.0
30	81	0.8377249240875244	1.0
31	10	0.7944934964179993	1.0
31	49	0.690697193145752	1.0
32	13	0.7772895097732544	1.0
33	10	0.802556037902832	1.0
33	59	0.7742519974708557	1.0
34	15	0.9787036776542664	1.0
35	27	0.9851486682891846	1.0
36	66	0.9952918291091919	1.0
37	26	0.9946842789649963	1.0
37	27	0.9308754205703735	1.0
38	26	0.9959443211555481	1.0
38	27	0.7251076698303223	1.0
39	51	0.9714264273643494	1.0
40	71	0.9938474297523499	1.0
40	73	0.9629107713699341	1.0
41	57	0.7868070602416992	1.0
42	66	0.994067907333374	1.0
43	81	0.9319168925285339	1.0
44	67	0.8793361783027649	1.0
45	67	0.9548524618148804	1.0
46	65	0.9916953444480896	1.0
47	24	0.9921547770500183	1.0
48	51	0.9950801134109497	1.0
49	65	0.9942434430122375	1.0
50	7	0.7942377328872681	1.0
51	62	0.9658546447753906	1.0
52	50	0.9687198400497437	1.0
52	77	0.9810918569564819	1.0
53	24	0.9928540587425232	1.0
53	77	0.8183100819587708	1.0
54	28	0.7526063919067383	1.0
54	47	0.8975974321365356	1.0
54	48	0.7913070321083069	1.0
55	9	0.9894856214523315	1.0
56	50	0.9767512083053589	1.0
57	37	0.3579486906528473	1.0
57	47	0.902010440826416	1.0
57	77	0.9622381329536438	1.0
58	16	0.5057088732719421	1.0
58	80	0.9112061858177185	1.0
59	66	0.8972477912902832	1.0
59	73	0.994443953037262	1.0
59	81	0.4319525361061096	1.0
60	57	0.9864272475242615	1.0
61	39	0.9850629568099976	1.0
61	42	0.9840288758277893	1.0
62	19	0.9870937466621399	1.0
63	68	0.9788134098052979	1.0
64	20	0.8115711808204651	1.0
65	47	0.9841271042823792	1.0
65	77	0.9082252383232117	1.0
66	14	0.9774308800697327	1.0
67	2	0.9928077459335327	1.0
